item_name,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29,2026-04-30,2026-05-01,2026-05-02,2026-05-03,2026-05-04,2026-05-05,2026-05-06,2026-05-07,2026-05-08,2026-05-09,2026-05-10,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-16,2026-05-17,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31,2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12,2026-06-13,2026-06-14,2026-06-15,2026-06-16,2026-06-17,2026-06-18,2026-06-19,2026-06-20,2026-06-21,2026-06-22,2026-06-23,2026-06-24,2026-06-25,2026-06-26,2026-06-27,2026-06-28,2026-06-29,2026-06-30,2026-07-01,2026-07-02,2026-07-03,2026-07-04,2026-07-05,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-10,2026-07-11,2026-07-12,2026-07-13,2026-07-14,2026-07-15,2026-07-16,2026-07-17,2026-07-18,2026-07-19,2026-07-20,2026-07-21,2026-07-22,2026-07-23,2026-07-24,2026-07-25,2026-07-26,2026-07-27,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-01,2026-08-02,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-07,2026-08-08,2026-08-09,2026-08-10,2026-08-11,2026-08-12,2026-08-13,2026-08-14,2026-08-15,2026-08-16,2026-08-17,2026-08-18,2026-08-19,2026-08-20,2026-08-21,2026-08-22,2026-08-23,2026-08-24,2026-08-25,2026-08-26,2026-08-27,2026-08-28,2026-08-29,2026-08-30,2026-08-31,2026-09-01,2026-09-02,2026-09-03,2026-09-04,2026-09-05,2026-09-06,2026-09-07
단단한 철광석,6419.0,6348,3833,2692,2128,4455,3591,5044,4629,2688,3885,4481,7118,6985,4417,3982.0,5630.0,2659.0,3213.0,3429.0,5625.0,4627.0,4177.0,3672.0,4324.0,3200.0,4024.0,3919.0,5540.0,3986.0,3671.0,2277.0,3768,2738.0,3587.0,4522.0,2906.0,2968.0,2896.0,2303.0,2952.0,3671,5772.0,4733.0,2875.0,3061.0,4241.0,3641.0,3015.0,4264.0,7550.0,2885.0,3205,2624.0,3042.0,4126.0,5792.0,3588.0,1961.0,2659.0,3665.0,2627.0,4025.0,4298.0,3200.0,3265.0,2452.0,3447.0,2163.0,3073.0,2630.0,3038.0,3295.0,1805.0,3714.0,2583.0,1803.0,2571.0,2296.0,3158.0,1816.0,2744.0,2772.0,1918.0,3868.0,2117.0,2245,3142.0,3824,5738,6375,8018.0,5744.0,5586,4632.0,2233.0,2865,3678.0,3073,2622,2860.0,5352.0,2374.0,2512.0,4329.0,3537.0,2520.0,3079.0,3027.0,2948.0,2797.0,2104.0,1845,2003,1430,2807.0,2777.0,1508.0,3407.0,2802.0,2788.0,2357.0,4802.0,3646.0,1973.0,4286.0,5143.0,2560.0,2276.0,2437.0,2943.0,2050.0,4203.0,2982.0,3439.0,2915.0,2183.0,3658.0,1757.0,3105.0,3960.0,3306.0,2737.0,2144.0,3179.0,3610.0,3420.0,3195.0,3353.0,2906.0,2240.0,3243.0,1757.0,2556.0,4783.0,1878.0,2374.0,2809.0,3586.0,2462.0,4909.0,6291.0,3109.0,3343.0,2566.0,1355.0,2674.0,3040.0,3845.0,5512.0,2282.0,3200.0,2731.0,2877.0,4623.0,3757.0,3151.0,2920.0,4076.0,1714.0,3224.0,2484.0,3967.0,2974.0,3363.0,2037.0,3613.0,2809.0,3221.0,2091.0,2097.0,2464.0,3095.0,966.0,2236.0,2779.0,3916.0,638.0
달인용 제작 키트,484.0,378,361,204,318,363,398,362,492,309,186,318,391,511,472,437.0,407.0,273.0,387.0,414.0,488.0,573.0,502.0,399.0,164.0,242.0,236.0,393.0,397.0,350.0,275.0,169.0,193,249.0,315.0,381.0,279.0,199.0,142.0,284.0,227.0,341,396.0,298.0,338.0,184.0,285.0,308.0,402.0,362.0,326.0,254.0,179,242.0,289.0,349.0,368.0,347.0,293.0,112.0,224.0,316.0,266.0,379.0,306.0,247.0,156.0,279.0,266.0,323.0,338.0,400.0,419.0,116.0,200.0,188.0,272.0,368.0,236.0,266.0,147.0,168.0,242.0,277.0,315.0,298.0,209,154.0,162,217,269,249.0,337.0,260,139.0,172.0,228,313.0,315,194,263.0,156.0,182.0,216.0,320.0,354.0,268.0,224.0,131.0,208.0,183.0,230.0,278,233,209,108.0,203.0,169.0,292.0,379.0,313.0,360.0,125.0,222.0,291.0,412.0,414.0,379.0,365.0,225.0,359.0,330.0,485.0,561.0,374.0,412.0,157.0,252.0,248.0,417.0,361.0,284.0,246.0,143.0,208.0,322.0,368.0,383.0,286.0,273.0,147.0,218.0,317.0,315.0,385.0,308.0,250.0,140.0,228.0,289.0,310.0,391.0,267.0,284.0,168.0,211.0,202.0,240.0,313.0,252.0,210.0,148.0,249.0,247.0,390.0,333.0,357.0,293.0,177.0,331.0,295.0,368.0,367.0,293.0,338.0,172.0,207.0,283.0,299.0,344.0,264.0,276.0,190.0,295.0,337.0,369.0,442.0,28.0
도구 제작 부품,115800.0,99837,84908,50378,66607,74202,97366,106975,131402,88425,47601,96379,84144,108773,114979,129348.0,109046.0,70409.0,105782.0,102800.0,118845.0,138208.0,106628.0,94742.0,43808.0,58263.0,68127.0,97238.0,92399.0,77986.0,76825.0,57066.0,64151,52860.0,79779.0,82860.0,69989.0,57370.0,33552.0,60980.0,60213.0,75234,93671.0,79989.0,80499.0,48560.0,65152.0,76346.0,102460.0,98576.0,84984.0,91028.0,46211,63759.0,64493.0,94504.0,92404.0,87482.0,79955.0,32669.0,56430.0,62332.0,76284.0,87480.0,74143.0,69168.0,38007.0,63887.0,58266.0,84422.0,102938.0,89395.0,102105.0,37766.0,53172.0,50877.0,72078.0,78944.0,59211.0,67040.0,36941.0,58485.0,61554.0,67152.0,82677.0,69846.0,52312,34294.0,35154,40651,56057,48266.0,59588.0,56263,28214.0,42317.0,46402,57368.0,63705,54063,63796.0,29949.0,42939.0,41334.0,67227.0,71838.0,62135.0,60211.0,31411.0,36403.0,45651.0,45839.0,57851,52534,57891,33768.0,49150.0,37792.0,53302.0,84096.0,70054.0,79103.0,29962.0,48563.0,71786.0,95918.0,107754.0,98045.0,92911.0,65889.0,90305.0,84171.0,117958.0,144400.0,125107.0,112838.0,45994.0,77124.0,74568.0,108047.0,109635.0,92062.0,129554.0,56102.0,70095.0,95916.0,101898.0,110668.0,89981.0,97618.0,52889.0,51505.0,79135.0,88830.0,110665.0,98523.0,91205.0,43511.0,63596.0,72563.0,90738.0,98151.0,86861.0,105235.0,40908.0,50015.0,56169.0,65555.0,83324.0,71918.0,81463.0,38970.0,52592.0,76103.0,80504.0,96711.0,118414.0,74919.0,42695.0,80140.0,85993.0,95696.0,104094.0,94497.0,97317.0,50549.0,66404.0,69106.0,81332.0,94001.0,69886.0,83753.0,62832.0,85505.0,113002.0,105834.0,113394.0,22580.0
도발 허수아비,20.0,0,3,401,0,33,0,0,10,1,0,14,0,0,41,0.0,29.0,0.0,1.0,62.0,14.0,0.0,0.0,0.0,124.0,45.0,150.0,0.0,103.0,111.0,7.0,113.0,0,30.0,74.0,22.0,150.0,14.0,2.0,0.0,1028.0,10,18.0,0.0,57.0,5.0,43.0,19.0,0.0,4.0,1.0,0.0,10,5.0,3.0,3.0,0.0,3.0,0.0,0.0,11.0,32.0,119.0,400.0,3.0,0.0,0.0,0.0,5.0,1003.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,262.0,0.0,2.0,7.0,0.0,0.0,0.0,45.0,0.0,1,0.0,0,0,0,2415.0,30.0,0,0.0,0.0,1,0.0,0,2,20.0,7.0,55.0,0.0,0.0,0.0,20.0,0.0,55.0,10.0,0.0,0.0,10,0,0,166.0,0.0,0.0,0.0,112.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,15.0,0.0,13.0,10.0,15.0,1.0,0.0,7.0,0.0,0.0,1.0,18.0,50.0,0.0,5.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,110.0,3.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,81.0,73.0,0.0,334.0,0.0,67.0,0.0,0.0,3.0,1.0,0.0,0.0
두툼한 생고기,25326.0,22998,19430,18413,16876,18083,22171,18202,20469,18325,20388,18394,20871,35689,31753,24068.0,23455.0,20088.0,20889.0,22608.0,32319.0,35549.0,27659.0,29665.0,29707.0,25934.0,26597.0,24704.0,34316.0,24750.0,26307.0,21839.0,21509,17937.0,25911.0,23173.0,22659.0,19432.0,20773.0,23603.0,18201.0,21903,25053.0,19865.0,19667.0,21707.0,29903.0,24030.0,18593.0,22834.0,23212.0,24482.0,16913,19706.0,21180.0,22300.0,31051.0,23129.0,17908.0,26989.0,27677.0,27152.0,30848.0,27039.0,19021.0,24574.0,21852.0,15205.0,20281.0,20690.0,24128.0,25476.0,23507.0,19311.0,22860.0,17178.0,18796.0,21734.0,17564.0,15365.0,17717.0,14814.0,17270.0,15983.0,22887.0,10491.0,12840,23776.0,20267,34875,25890,26002.0,33789.0,19706,20948.0,21198.0,18173,25262.0,22992,18565,21569.0,23373.0,22960.0,19185.0,22843.0,20550.0,16344.0,21865.0,15718.0,15560.0,14877.0,19822.0,21452,13405,15474,15547.0,11337.0,10679.0,12809.0,17988.0,13344.0,12402.0,19217.0,14314.0,15431.0,19556.0,22273.0,13924.0,15343.0,14408.0,21782.0,15848.0,21872.0,21436.0,16305.0,18130.0,15750.0,18022.0,22348.0,17285.0,25869.0,18400.0,15035.0,14805.0,12078.0,18409.0,20688.0,18301.0,18624.0,14536.0,13839.0,18088.0,18234.0,23786.0,30680.0,15889.0,20296.0,23573.0,18293.0,22589.0,16764.0,24085.0,19208.0,25300.0,33755.0,25880.0,19723.0,28456.0,24081.0,23530.0,21269.0,19265.0,20632.0,20926.0,26183.0,28092.0,24260.0,17890.0,17297.0,19222.0,16504.0,20481.0,29132.0,15162.0,12866.0,20512.0,16411.0,13797.0,22522.0,23629.0,16289.0,18772.0,18636.0,17006.0,16078.0,16933.0,18966.0,2556.0
들꽃,25506.0,21324,19450,24342,16437,15996,25279,21536,22513,18923,15482,24778,20960,24192,30792,26997.0,30257.0,24886.0,33102.0,38075.0,43285.0,50520.0,40781.0,38404.0,24905.0,29604.0,27867.0,33569.0,42445.0,29393.0,29158.0,29767.0,30269,31486.0,40902.0,37605.0,32131.0,29248.0,22323.0,23599.0,25087.0,28611,32174.0,30052.0,29391.0,20363.0,24127.0,26100.0,29537.0,34217.0,26328.0,31175.0,19225,22630.0,22522.0,27274.0,31777.0,24967.0,24428.0,18333.0,23912.0,23315.0,25364.0,25744.0,20530.0,20485.0,14030.0,19233.0,21493.0,25332.0,25876.0,23496.0,34294.0,20830.0,12907.0,21043.0,19464.0,20845.0,16463.0,16421.0,14115.0,18540.0,17799.0,18414.0,18536.0,27381.0,16512,14632.0,18255,18311,15969,20961.0,24942.0,14681,13240.0,17401.0,18481,16902.0,20148,19788,21970.0,17009.0,23982.0,23936.0,21502.0,28819.0,15789.0,18638.0,17637.0,15768.0,16735.0,30169.0,17754,16616,17619,13209.0,16106.0,19195.0,21262.0,24268.0,26420.0,17631.0,16245.0,18201.0,18531.0,27112.0,23793.0,19162.0,21579.0,18523.0,20316.0,15131.0,22712.0,20638.0,26119.0,20446.0,17465.0,16213.0,26329.0,20907.0,24301.0,17461.0,14248.0,13640.0,15592.0,22622.0,21656.0,19733.0,16259.0,18572.0,16300.0,17857.0,15117.0,14496.0,33327.0,19452.0,18974.0,15198.0,28390.0,13321.0,16605.0,23223.0,19039.0,20724.0,16995.0,22722.0,19296.0,19569.0,21398.0,22213.0,17663.0,13797.0,13650.0,15733.0,16053.0,27045.0,22237.0,17590.0,19885.0,14958.0,13696.0,16074.0,29381.0,17793.0,21617.0,14497.0,22973.0,16342.0,17481.0,40216.0,12229.0,10959.0,10015.0,16431.0,16865.0,14622.0,23547.0,4740.0
루테란의 나팔,55.0,0,0,0,0,0,15,0,1,88,0,33,66,3,242,53.0,0.0,0.0,0.0,3.0,20.0,30.0,0.0,1.0,10.0,5.0,1.0,1.0,49.0,8.0,55.0,0.0,39,1.0,3.0,0.0,0.0,7.0,0.0,0.0,33.0,33,88.0,44.0,22.0,0.0,847.0,0.0,0.0,5.0,5.0,0.0,33,0.0,34.0,0.0,0.0,41.0,0.0,33.0,10.0,0.0,0.0,44.0,0.0,133.0,0.0,0.0,10.0,0.0,55.0,0.0,0.0,10.0,0.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,10.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,80.0,0.0,33,0,1,0.0,0.0,0.0,6.0,63.0,0.0,10.0,0.0,1.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,101.0,1.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,98.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
만능 물약,33.0,78,27,7,0,0,0,0,435,180,90,90,90,0,40,71.0,0.0,0.0,89.0,0.0,55.0,436.0,0.0,1750.0,12.0,1.0,0.0,0.0,10.0,183.0,0.0,325.0,19,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,358,283.0,0.0,118.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,855.0,0.0,0,0.0,0.0,239,0.0,0,75,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,172,0,0.0,0.0,0.0,0.0,1.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,77.0,0.0,171.0,1.0,6.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,35.0,0.0,489.0,0.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,362.0,1.0,1.0,0.0,6.0,11.0,12.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0
명예의 파편 주머니(대),2553.0,1718,1060,1497,2202,1683,3108,2003,2242,880,2881,3338,2474,2347,3204,2557.0,1448.0,3126.0,2618.0,1960.0,2534.0,3102.0,1355.0,716.0,2761.0,3237.0,1431.0,2856.0,1007.0,1724.0,1656.0,1307.0,1661,1250.0,2083.0,948.0,1856.0,2923.0,1604.0,1588.0,1666.0,2387,1158.0,1384.0,2277.0,5275.0,1054.0,2375.0,1411.0,1457.0,2210.0,1549.0,1672,2215.0,1920.0,1622.0,1502.0,1225.0,1112.0,660.0,1637.0,2008.0,2893.0,2185.0,931.0,686.0,1966.0,404.0,1484.0,407.0,550.0,2549.0,970.0,1986.0,2099.0,1374.0,1347.0,1300.0,503.0,931.0,2980.0,2057.0,655.0,903.0,2243.0,723.0,1406,519.0,499,1195,1165,1450.0,747.0,1009,443.0,1627.0,311,654.0,1330,1785,1133.0,1087.0,1450.0,2466.0,3722.0,1463.0,3844.0,413.0,5027.0,4832.0,1240.0,2099.0,3466,7322,3507,1161.0,1837.0,901.0,4519.0,2677.0,1000.0,2396.0,6772.0,5177.0,3117.0,4465.0,2233.0,727.0,1146.0,4625.0,3455.0,989.0,501.0,1216.0,3017.0,888.0,11008.0,9227.0,7602.0,10118.0,6599.0,5573.0,3260.0,12963.0,4414.0,6343.0,3211.0,5265.0,3120.0,6532.0,5000.0,3430.0,1311.0,3015.0,2719.0,4346.0,1800.0,4350.0,2818.0,3913.0,4418.0,4361.0,4414.0,4431.0,3083.0,4199.0,3398.0,2987.0,3493.0,2964.0,520.0,1316.0,722.0,1218.0,1625.0,981.0,1054.0,162.0,655.0,543.0,3107.0,1380.0,1223.0,2584.0,4425.0,6181.0,891.0,5497.0,1549.0,720.0,2463.0,2606.0,2886.0,220.0,1077.0,805.0,3581.0,211.0
모닥불,0.0,0,30,145,0,3,0,0,9,0,0,0,0,0,5,0.0,17.0,0.0,0.0,0.0,10.0,2.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,6.0,17.0,3.0,0.0,281.0,0.0,7.0,0.0,1088,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,110.0,0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0,0,10,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,101.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,153.0,8.0,0.0,5.0,4.0,15.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0
목재,721085.0,534428,574698,432251,482030,491535,570277,645906,714670,525033,375465,479901,556999,607974,675387,608323.0,623771.0,423110.0,492084.0,521409.0,578041.0,706547.0,505336.0,550774.0,428383.0,419428.0,429680.0,501467.0,552862.0,461555.0,474964.0,349513.0,384248,385836.0,430213.0,529253.0,408414.0,448527.0,348677.0,354640.0,355361.0,458232,521023.0,465058.0,503354.0,381931.0,458319.0,473203.0,563603.0,647606.0,476460.0,509698.0,357053,407547.0,463685.0,623447.0,700068.0,518892.0,555506.0,435139.0,435661.0,436434.0,540669.0,563396.0,488380.0,485155.0,361026.0,367788.0,455980.0,480266.0,674310.0,589145.0,742701.0,372645.0,384018.0,349112.0,468008.0,501352.0,384464.0,408083.0,323438.0,362393.0,348319.0,407887.0,460442.0,388279.0,410990,309565.0,328447,335266,375639,356312.0,384424.0,332423,283348.0,286711.0,288456,372098.0,458841,355350,418217.0,343774.0,337539.0,316171.0,392670.0,462608.0,311700.0,366448.0,257080.0,265844.0,280841.0,287015.0,327854,288570,340231,251026.0,235331.0,274349.0,452820.0,495381.0,419904.0,432330.0,523681.0,508958.0,554225.0,603631.0,647475.0,575367.0,610657.0,458567.0,536868.0,539008.0,697430.0,762320.0,610775.0,666663.0,688901.0,596229.0,606767.0,634879.0,738829.0,570541.0,578405.0,446754.0,468367.0,577924.0,623519.0,672817.0,518904.0,543450.0,410633.0,499784.0,498438.0,611465.0,693639.0,529127.0,566309.0,457872.0,491133.0,531684.0,631056.0,660724.0,574878.0,723966.0,564494.0,450218.0,481363.0,546394.0,627294.0,567165.0,574820.0,461936.0,509155.0,464780.0,562233.0,694134.0,715390.0,568341.0,463195.0,570220.0,532076.0,613770.0,699936.0,538246.0,610615.0,470511.0,501640.0,492381.0,545302.0,619023.0,497578.0,540932.0,440800.0,514278.0,468744.0,619397.0,751591.0,118047.0
묵직한 철광석,13397.0,12291,10011,6511,8060,8994,9687,9399,12655,8080,7982,6612,9622,12964,14493,9441.0,13053.0,9727.0,11135.0,13173.0,12962.0,15676.0,14259.0,12841.0,10827.0,12854.0,12475.0,13261.0,14425.0,13620.0,10972.0,9492.0,10227,9617.0,10800.0,14882.0,9491.0,10208.0,6143.0,8632.0,8821.0,12938,10205.0,12536.0,8900.0,7954.0,6929.0,10720.0,10468.0,11784.0,12393.0,8082.0,9327,6421.0,8641.0,13123.0,10606.0,11051.0,9102.0,7484.0,9309.0,10864.0,11121.0,11323.0,8508.0,8561.0,7732.0,7364.0,9100.0,10221.0,10197.0,8619.0,9404.0,6549.0,7665.0,6865.0,7958.0,8553.0,5609.0,6576.0,6187.0,8232.0,7137.0,7157.0,10593.0,6403.0,5685,6963.0,9743,8567,8801,11473.0,12959.0,14578,7687.0,8079.0,8438,10056.0,8169,10192,7562.0,12609.0,7163.0,9197.0,11296.0,12065.0,8930.0,7896.0,8255.0,7087.0,8701.0,8572.0,8359,7619,5570,6687.0,5665.0,7343.0,8217.0,7056.0,7296.0,6776.0,7223.0,10945.0,13545.0,12261.0,11268.0,10645.0,9359.0,10272.0,9078.0,6784.0,9642.0,11826.0,10559.0,8627.0,9505.0,8737.0,12100.0,8900.0,14516.0,7121.0,9166.0,7867.0,8370.0,9347.0,10389.0,9222.0,6788.0,10323.0,8019.0,9855.0,7989.0,10620.0,10516.0,11771.0,9595.0,8157.0,12936.0,8687.0,8220.0,15344.0,12006.0,12862.0,7734.0,8438.0,9684.0,8829.0,12097.0,10400.0,10502.0,7626.0,6754.0,10657.0,8223.0,8882.0,8462.0,6482.0,9535.0,9428.0,7383.0,6547.0,11038.0,10057.0,9765.0,8181.0,10702.0,9190.0,13024.0,10330.0,7698.0,9632.0,8421.0,7836.0,8695.0,7487.0,10213.0,1534.0
보호 물약,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,260.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,15.0,0.0,26.0,0.0,9.0,0.0,0.0,30.0,56.0,0.0,88.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,12.0,0.0,66.0,2.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,700.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,4400.0,0.0,0.0,211.0,16.0,107.0,0.0,0.0
부드러운 목재,357750.0,265971,269506,224108,223615,232383,279487,320220,359643,261101,202865,230519,276584,299231,336762,307278.0,305384.0,216795.0,244308.0,250252.0,292882.0,333460.0,255656.0,277376.0,204634.0,207190.0,221020.0,242778.0,282282.0,230963.0,242268.0,179561.0,174833,186585.0,215906.0,258703.0,208146.0,224010.0,167771.0,172150.0,184679.0,227493,266585.0,229244.0,244314.0,186384.0,220543.0,225420.0,284303.0,319358.0,237427.0,246187.0,182826,202904.0,230275.0,311249.0,345861.0,266599.0,272504.0,207872.0,216940.0,225138.0,264442.0,283198.0,237299.0,251398.0,163820.0,188023.0,233288.0,240849.0,323638.0,289363.0,359816.0,192808.0,191250.0,174446.0,220274.0,252300.0,193446.0,212617.0,163099.0,183136.0,169362.0,201281.0,232724.0,180575.0,200845,145657.0,161323,168890,178784,182380.0,198983.0,167406,133084.0,149750.0,153358,182700.0,226968,167447,210384.0,169731.0,167188.0,154068.0,191126.0,219975.0,168775.0,170925.0,128359.0,130833.0,144454.0,149807.0,167699,146586,163739,116786.0,117692.0,133548.0,221205.0,235894.0,203659.0,218729.0,262737.0,263321.0,271790.0,303490.0,326600.0,276927.0,306958.0,232620.0,272868.0,254781.0,339849.0,385003.0,305826.0,324775.0,351861.0,298402.0,292469.0,329748.0,363185.0,286945.0,287920.0,218972.0,225288.0,298983.0,303905.0,336989.0,266582.0,268443.0,193885.0,224592.0,242516.0,299796.0,336273.0,259692.0,283907.0,230152.0,234573.0,246316.0,304214.0,338098.0,294454.0,362524.0,274818.0,237407.0,241683.0,270174.0,317481.0,266541.0,286108.0,232494.0,235122.0,238462.0,283505.0,336667.0,353727.0,283031.0,229789.0,279249.0,259688.0,307185.0,341530.0,270348.0,292822.0,237799.0,241868.0,249252.0,277267.0,305026.0,255137.0,267868.0,206388.0,256934.0,233794.0,314030.0,362205.0,60801.0
